pk,jsondata,key,description,value_pk,source_pk
6983,{},,,10307,2
6984,{},,,10308,2
6985,{},,,10309,2
6986,{},,70,10310,43
6987,{},,65,10311,19
6988,{},,66,10312,19
6989,{},,71,10313,43
6990,{},,66,10314,19
6991,{},,71,10315,43
6992,{},,66,10316,19
6993,{},,66,10317,19
6994,{},,66,10318,19
6995,{},,72,10319,43
6996,{},,493,10322,23
6997,{},,493,10323,23
6998,{},,493,10324,23
6999,{},,493,10325,23
7000,{},,493,10326,23
7001,{},,493,10327,23
7002,{},,493,10328,23
7003,{},,494,10329,23
7004,{},,494a,10330,23
7005,{},,49,10331,23
7006,{},,496b,10332,23
7007,{},,497b,10333,23
7008,{},,497b,10334,23
7009,{},,498,10335,23
7010,{},,499,10336,23
7011,{},,499,10337,23
7012,{},,499,10338,23
7013,{},,499,10339,23
7014,{},,143b,10341,23
7015,{},,,10342,11
7016,{},,,10343,11
7017,{},,,10344,11
7018,{},,,10345,11
7019,{},,,10346,11
7020,{},,38a,10348,12
7021,{},,38a,10349,12
7022,{},,,10350,30
7023,{},,,10351,30
7024,{},,,10352,30
7025,{},,207,10354,8
7026,{},,208,10355,8
7027,{},,208,10356,8
7028,{},,171,10357,8
7029,{},,171,10358,8
7030,{},,171,10359,8
7031,{},,207,10360,8
7032,{},,227,10361,8
7033,{},,41b,10367,20
7034,{},,,10368,11
7035,{},,,10369,2
7036,{},,,10370,2
7037,{},,,10371,2
7038,{},,66,10373,19
7039,{},,40a,10374,12
7040,{},,,10375,11
7041,{},,651,10377,21
7042,{},,3776,10378,21
7043,{},,483,10381,10
7044,{},,549,10383,18
7045,{},,552,10384,18
7046,{},,553,10385,18
7047,{},,,10389,24
7048,{},,,10389,7
7049,{},,,10389,11
7050,{},,,10390,11
7051,{},,,10391,11
7052,{},,,10392,11
7053,{},,,10394,47
7054,{},,,10395,2
7055,{},,65,10397,19
7056,{},,63,10398,19
7057,{},,63,10399,19
7058,{},,96,10400,43
7059,{},,97,10401,43
7060,{},,65,10402,19
7061,{},,63,10403,19
7062,{},,48,10404,19
7063,{},,58a,10405,12
7064,{},,58a,10406,12
7065,{},,58b,10407,12
7066,{},,58b,10408,12
7067,{},,67b,10409,12
7068,{},,67b,10410,12
7069,{},,67b,10411,12
7070,{},,68b,10412,12
7071,{},,,10413,30
7072,{},,,10414,30
7073,{},,,10421,15
7074,{},,,10422,3
7075,{},,,10423,99
7076,{},,,10427,100
7077,{},,,10429,2
7078,{},,,10432,11
7079,{},,,10434,17
7080,{},,,10435,11
7081,{},,,10438,11
7082,{},,,10440,30
7083,{},,,10443,11
7084,{},,,10444,7
7085,{},,,10445,3
7086,{},,,10446,16
7087,{},,,10447,8
7088,{},,,10447,13
7089,{},,,10448,8
7090,{},,,10448,29
7091,{},,,10449,10
7092,{},,,10450,10
7093,{},,,10451,10
7094,{},,,10452,10
7095,{},,,10453,17
7096,{},,2398,10454,18
7097,{},,2383,10455,18
7098,{},,,10458,17
7099,{},,,10459,11
7100,{},,,10461,2
7101,{},,,10465,15
7102,{},,35,10465,19
7103,{},,65,10465,1
7104,{},,117b,10466,12
7105,{},,100,10468,13
7106,{},,,10472,3
7107,{},,618,10473,23
7108,{},,331a,10474,4
7109,{},,219a,10475,4
7110,{},,622b,10476,20
7111,{},,166,10477,21
7112,{},,,10478,7
7113,{},,,10483,7
7114,{},,,10484,3
7115,{},,175a,10485,23
7116,{},,,10486,16
7117,{},,911,10487,18
7118,{},,2686,10488,18
7119,{},,145b,10491,20
7120,{},,,10492,11
7121,{},,,10494,2
7122,{},,,10497,15
7123,{},,22,10497,1
7124,{},,55b,10498,12
7125,{},,317,10500,26
7126,{},,120b,10506,23
7127,{},,,10507,3
7128,{},,2,10508,21
7129,{},,31,10509,27
7130,{},,319b,10511,4
7131,{},,,10512,8
7132,{},,,10513,50
7133,{},,,10514,10
7134,{},,194b,10515,4
7135,{},,348a,10516,20
7136,{},,,10517,11
7137,{},,,10518,11
7138,{},,,10520,2
7139,{},,52,10522,19
7140,{},,29,10522,1
7141,{},,7b,10524,12
7142,{},,167a,10525,12
7143,{},,68,10527,13
7144,{},,501a,10529,23
7145,{},,,10529,31
7146,{},,279b,10530,4
7147,{},,,10531,11
7148,{},,5b,10533,12
7149,{},,,10536,3
7150,{},,,10537,8
7151,{},,,10537,29
7152,{},,,10538,8
7153,{},,531,10538,9
7154,{},,,10539,8
7155,{},,,10539,29
7156,{},,287a,10540,4
7157,{},,,10541,2
7158,{},,632,10544,21
7159,{},,687,10545,21
7160,{},,,10545,48
7161,{},,483,10547,10
7162,{},,1682,10549,18
7163,{},,1683,10550,18
7164,{},,1683,10551,18
7165,{},,,10556,7
7166,{},,488a,10557,23
7167,{},,227,10558,18
7168,{},,468a,10560,20
7169,{},,163a,10562,12
7170,{},,96,10564,13
7171,{},,,10567,11
7172,{},,,10568,3
7173,{},,,10569,10
7174,{},,,10570,7
7175,{},,,10571,32
7176,{},,,10572,44
7177,{},,,10573,17
7178,{},,3053,10574,18
7179,{},,,10576,17
7180,{},,,10577,11
7181,{},,,10578,11
7182,{},,,10579,11
7183,{},,,10580,11
7184,{},,,10581,11
7185,{},,,10582,11
7186,{},,,10583,11
7187,{},,269b,10585,20
7188,{},,36a,10586,12
7189,{},,,10588,3
7190,{},,,10588,11
7191,{},,41,10590,21
7192,{},,236a,10590,59
7193,{},,,10591,11
7194,{},,,10592,3
7195,{},,,10593,10
7196,{},,,10594,17
7197,{},,,10595,17
7198,{},,,10596,11
7199,{},,102a,10599,12
7200,{},,167,10600,13
7201,{},,,10602,3
7202,{},,,10603,3
7203,{},,178a,10604,4
7204,{},,,10606,2
7205,{},,,10607,2
7206,{},,,10610,15
7207,{},,3,10610,19
7208,{},,,10613,3
7209,{},,,10614,3
7210,{},,,10615,3
7211,{},,319a,10616,4
7212,{},,320b,10617,4
7213,{},,170b,10618,4
7214,{},,781,10619,18
7215,{},,140b,10621,20
7216,{},,,10622,11
7217,{},,,10623,16
7218,{},,,10626,7
7219,{},,97,10628,13
7220,{},,59a,10629,12
7221,{},,806,10634,18
7222,{},,198a,10636,4
7223,{},,,10638,11
7224,{},,,10639,7
7225,{},,194,10640,23
7226,{},,,10641,17
7227,{},,,10642,11
7228,{},,,10644,2
7229,{},,220b,10647,12
7230,{},,68,10648,13
7231,{},,2806,10650,18
7232,{},,457b,10652,23
7233,{},,95,10654,21
7234,{},,,10655,3
7235,{},,3941,10657,18
7236,{},,163b,10659,20
7237,{},,,10660,11
7238,{},,220b,10663,12
7239,{},,240,10667,21
7240,{},,349b,10668,23
7241,{},,,10669,10
7242,{},,2193,10670,18
7243,{},,18.12,10670,45
7244,{},,115a,10674,12
7245,{},,,10677,11
7246,{},,376b,10678,23
7247,{},,222b,10679,4
7248,{},,,10680,11
7249,{},,173b,10682,12
7250,{},,,10686,3
7251,{},,,10687,3
7252,{},,,10688,3
7253,{},,323b,10689,4
7254,{},,,10691,2
7255,{},,,10692,2
7256,{},,,10693,2
7257,{},,,10696,15
7258,{},,49,10696,19
7259,{},,423b,10698,20
7260,{},,2497,10699,18
7261,{},,,10702,78
7262,{},,,10703,11
7263,{},,,10706,11
7264,{},,564,10707,23
7265,{},,,10709,11
7266,{},,,10710,31
7267,{},,427,10711,23
7268,{},,6a,10713,12
7269,{},,618b,10716,23
7270,{},,493,10717,18
7271,{},,,10719,7
7272,{},,278b,10721,12
7273,{},,,10724,3
7274,{},,,10725,28
7275,{},,,10726,10
7276,{},,,10727,17
7277,{},,,10728,22
7278,{},,527,10729,18
7279,{},,244b,10733,4
7280,{},,,10734,16
7281,{},,89,10739,18
7282,{},,409,10740,18
7283,{},,2729,10741,18
7284,{},,151,10745,23
7285,{},,608,10746,23
7286,{},,626,10747,23
7287,{},,649,10748,23
7288,{},,434,10749,23
7289,{},,358,10750,23
7290,{},,465a,10752,23
7291,{},,441b,10753,20
7292,{},,,10755,2
7293,{},,,10756,2
7294,{},,,10757,2
7295,{},,55,10758,19
7296,{},,93,10758,1
7297,{},,457a,10761,23
7298,{},,432a,10762,20
7299,{},,,10764,2
7300,{},,,10765,15
7301,{},,,10768,11
7302,{},,,10769,3
7303,{},,290,10770,23
7304,{},,358,10771,23
7305,{},,396,10772,23
7306,{},,484,10773,23
7307,{},,627,10774,23
7308,{},,252,10775,23
7309,{},,,10776,11
7310,{},,,10778,11
7311,{},,,10779,11
7312,{},,,10781,16
7313,{},,52,10781,21
7314,{},,52,10782,21
7315,{},,,10783,3
7316,{},,323,10784,4
7317,{},,,10786,10
7318,{},,191b,10787,4
7319,{},,,10789,11
7320,{},,125a,10793,12
7321,{},,125a,10794,12
7322,{},,130,10796,10
7323,{},,184a,10797,4
7324,{},,,10799,2
7325,{},,,10802,15
7326,{},,43,10802,19
7327,{},,103,10802,1
7328,{},,,10803,7
7329,{},,,10805,16
7330,{},,,10806,3
7331,{},,,10807,3
7332,{},,331b,10808,4
7333,{},,,10809,17
7334,{},,2401,10810,18
7335,{},,,10812,11
7336,{},,,10815,2
7337,{},,,10816,2
7338,{},,,10819,15
7339,{},,71,10819,19
7340,{},,3,10820,19
7341,{},,24,10820,1
7342,{},,71,10821,19
7343,{},,95,10822,13
7344,{},,119a,10823,12
7345,{},,,10828,7
7346,{},,246a,10829,4
7347,{},,246a,10830,4
7348,{},,246a,10831,4
7349,{},,2445,10832,18
7350,{},,2444,10833,18
7351,{},,,10836,11
7352,{},,,10837,11
7353,{},,129b,10839,12
7354,{},,92a,10841,20
7355,{},,123a,10844,23
7356,{},,62,10847,10
7357,{},,,10848,3
7358,{},,327b,10849,4
7359,{},,240b,10850,4
7360,{},,1443,10851,18
7361,{},,152b,10853,20
7362,{},,57,10854,27
7363,{},,,10856,7
7364,{},,1142,10860,21
7365,{},,1143,10861,21
7366,{},,1151,10862,21
7367,{},,211a,10864,4
7368,{},,,10865,7
7369,{},,,10865,11
7370,{},,,10866,11
7371,{},,,10867,11
7372,{},,66,10869,19
7373,{},,88,10870,19
7374,{},,109,10874,10
7375,{},,,10875,3
7376,{},,,10878,7
7377,{},,,10879,3
7378,{},,2840,10880,18
7379,{},,435b,10882,20
7380,{},,,10883,11
7381,{},,31a,10885,12
7382,{},,109,10887,26
7383,{},,253,10890,10
7384,{},,,10891,3
7385,{},,,10892,3
7386,{},,326b,10893,4
7387,{},,276a,10894,4
7388,{},,471b,10895,20
7389,{},,,10896,7
7390,{},,,10898,7
7391,{},,,10900,17
7392,{},,,10904,8
7393,{},,,10904,9
7394,{},,,10905,8
7395,{},,,10906,8
7396,{},,,10907,15
7397,{},,,10909,10
7398,{},,,10910,10
7399,{},,,10917,2
7400,{},,169b,10929,4
7401,{},,3079,10930,18
7402,{},,,10933,11
7403,{},,,10933,16
7404,{},,236a,10934,59
7405,{},,,10934,11
7406,{},,,10934,16
7407,{},,,10936,15
7408,{},,40,10936,19
7409,{},,70,10936,1
7410,{},,,10937,3
7411,{},,,10938,33
7412,{},,,10938,10
7413,{},,288a,10941,4
7414,{},,2123,10942,18
7415,{},,2129,10943,18
7416,{},,92b,10946,20
7417,{},,,10947,2
7418,{},,,10950,3
7419,{},,,10952,11
7420,{},,,10952,7
7421,{},,324b,10953,4
7422,{},,,10954,17
7423,{},,,10955,11
7424,{},,113b,10958,12
7425,{},,153a,10959,12
7426,{},,,10961,3
7427,{},,,10964,11
7428,{},,,10965,3
7429,{},,321b,10967,4
7430,{},,231b,10968,4
7431,{},,2266,10969,18
7432,{},,,10971,17
7433,{},,,10972,11
7434,{},,,10973,11
7435,{},,323a,10977,20
7436,{},,115a,10978,12
7437,{},,,10980,3
7438,{},,,10982,16
7439,{},,,10983,13
7440,{},,,10983,8
7441,{},,,10984,50
7442,{},,,10984,8
7443,{},,,10985,15
7444,{},,11,10985,19
7445,{},,65,10985,1
7446,{},,,10986,3
7447,{},,,10987,10
7448,{},,,10990,41
7449,{},,243,10992,4
7450,{},,,10993,61
7451,{},,,10994,39
7452,{},,2419,10995,18
7453,{},,,10998,2
7454,{},,,11000,3
7455,{},,,11001,11
7456,{},,324a,11002,4
7457,{},,324b,11003,4
7458,{},,,11004,86
7459,{},,,11005,57
7460,{},,,11006,17
7461,{},,,11007,11
7462,{},,124,11010,12
7463,{},,,11012,3
7464,{},,,11012,11
7465,{},,,11015,7
7466,{},,347a,11016,23
7467,{},,340a,11017,20
7468,{},,,11018,11
7469,{},,,11020,15
7470,{},,93,11020,19
7471,{},,74,11020,1
7472,{},,112a,11021,12
7473,{},,91,11023,13
7474,{},,,11026,3
7475,{},,,11027,3
7476,{},,,11028,10
7477,{},,,11029,38
7478,{},,,11030,17
7479,{},,,11031,11
7480,{},,,11033,2
7481,{},,,11036,15
7482,{},,39,11036,19
7483,{},,85,11036,1
7484,{},,484a,11041,20
7485,{},,121b,11043,12
7486,{},,106,11044,26
7487,{},,,11046,3
7488,{},,482b,11047,23
7489,{},,,11047,3
7490,{},,,11051,11
7491,{},,,11054,7
7492,{},,136a,11055,12
7493,{},,,11060,11
7494,{},,319a,11061,4
7495,{},,,11063,11
7496,{},,,11064,2
7497,{},,,11067,7
7498,{},,,11070,7
7499,{},,123b,11071,23
7500,{},,209b,11072,4
7501,{},,265b,11073,4
7502,{},,92b,11074,20
7503,{},,105,11077,26
7504,{},,252,11080,10
7505,{},,130b,11081,23
7506,{},,218a,11082,4
7507,{},,1796,11083,18
7508,{},,,11085,11
7509,{},,8,11086,27
7510,{},,,11089,7
7511,{},,54b,11090,12
7512,{},,105,11092,26
7513,{},,82a,11096,23
7514,{},,321a,11097,4
7515,{},,,11098,10
7516,{},,634,11099,18
7517,{},,36b,11101,20
7518,{},,,11102,11
7519,{},,,11103,12
7520,{},,15b,11107,12
7521,{},,499a,11111,23
7522,{},,,11111,31
7523,{},,209b,11112,4
7524,{},,,11113,11
7525,{},,155a,11115,12
7526,{},,93,11116,13
7527,{},,172a,11117,4
7528,{},,20b,11118,20
7529,{},,57,11119,10
7530,{},,58,11120,10
7531,{},,360,11122,23
7532,{},,,11123,7
7533,{},,33b,11125,12
7534,{},,1894,11126,18
7535,{},,,11131,3
7536,{},,358,11132,23
7537,{},,434,11133,23
7538,{},,608,11134,23
7539,{},,627,11135,23
7540,{},,650,11136,23
7541,{},,,11137,10
7542,{},,,11138,17
7543,{},,,11139,11
7544,{},,439b,11141,20
7545,{},,30a,11142,12
7546,{},,,11146,3
7547,{},,64,11147,21
7548,{},,2787,11148,18
7549,{},,430a,11150,20
7550,{},,,11151,11
7551,{},,,11153,2
7552,{},,,11157,15
7553,{},,69b,11158,12
7554,{},,,11160,2
7555,{},,,11161,2
7556,{},,,11163,15
7557,{},,36,11163,19
7558,{},,95,11163,1
7559,{},,259a,11166,4
7560,{},,,11167,11
7561,{},,,11168,11
7562,{},,,11171,10
7563,{},,,11172,3
7564,{},,251b,11173,4
7565,{},,,11174,3
7566,{},,,11175,17
7567,{},,2785,11176,18
7568,{},,,11177,22
7569,{},,,11179,17
7570,{},,430,11179,71
7571,{},,,11180,11
7572,{},,,11181,11
7573,{},,,11183,101
7574,{},,,11186,15
7575,{},,57,11186,19
7576,{},,42,11187,19
7577,{},,29a,11188,12
7578,{},,311,11194,10
7579,{},,148a,11195,23
7580,{},,,11196,16
7581,{},,483,11199,18
7582,{},,120b,11201,20
7583,{},,,11203,2
7584,{},,,11206,15
7585,{},,98,11206,1
7586,{},,61,11206,19
7587,{},,61,11207,19
7588,{},,98,11207,1
7589,{},,,11209,2
7590,{},,649b,11211,20
7591,{},,240a,11212,42
7592,{},,286b,11214,23
7593,{},,432a,11215,23
7594,{},,543a,11216,23
7595,{},,606a,11217,23
7596,{},,,11220,7
7597,{},,217a,11221,23
7598,{},,331b,11222,4
7599,{},,1606,11223,18
7600,{},,190b,11225,20
7601,{},,,11226,11
7602,{},,,11228,2
7603,{},,,11230,15
7604,{},,49,11230,19
7605,{},,68a,11231,12
7606,{},,,11236,50
7607,{},,,11236,8
7608,{},,,11239,7
7609,{},,,11247,2
7610,{},,,11250,3
7611,{},,,11260,11
7612,{},,,11261,8
7613,{},,,11262,15
7614,{},,91,11262,19
7615,{},,73,11262,1
7616,{},,,11263,3
7617,{},,,11264,10
7618,{},,,11267,61
7619,{},,,11267,39
7620,{},,260b,11268,4
7621,{},,2901,11269,18
7622,{},,440b,11271,20
7623,{},,,11272,2
7624,{},,,11273,2
7625,{},,,11277,11
7626,{},,324a,11278,4
7627,{},,,11279,11
7628,{},,,11282,11
7629,{},,,11284,3
7630,{},,,11285,33
7631,{},,,11285,46
7632,{},,,11287,3
7633,{},,,11291,11
7634,{},,,11292,3
7635,{},,,11293,11
7636,{},,2203,11294,18
7637,{},,330b,11296,20
7638,{},,,11297,11
7639,{},,,11299,2
7640,{},,,11302,15
7641,{},,87,11302,19
7642,{},,,11303,11
7643,{},,,11305,3
7644,{},,,11306,11
7645,{},,235,11308,59
7646,{},,,11309,15
7647,{},,75,11309,19
7648,{},,,11310,3
7649,{},,,11311,10
7650,{},,198a,11314,4
7651,{},,198a,11315,4
7652,{},,198a,11316,4
7653,{},,,11317,61
7654,{},,,11317,39
7655,{},,1141,11318,18
7656,{},,,11320,17
7657,{},,,11321,2
7658,{},,72,11323,10
7659,{},,,11324,3
7660,{},,,11326,11
7661,{},,324a,11327,4
7662,{},,,11329,11
7663,{},,60a,11332,12
7664,{},,91,11334,13
7665,{},,,11335,11
7666,{},,,11336,33
7667,{},,,11336,10
7668,{},,233a,11337,4
7669,{},,2176,11338,18
7670,{},,338b,11343,20
7671,{},,,11344,57
7672,{},,,11345,16
7673,{},,,11347,3
7674,{},,,11349,11
7675,{},,,11350,11
7676,{},,,11351,3
7677,{},,,11352,73
7678,{},,,11352,8
7679,{},,535b,11353,20
7680,{},,,11354,11
7681,{},,19a,11357,12
7682,{},,91,11359,13
7683,{},,,11360,11
7684,{},,53a,11361,12
7685,{},,,11362,7
7686,{},,91,11363,13
7687,{},,,11364,11
7688,{},,,11367,3
7689,{},,,11368,3
7690,{},,,11369,11
7691,{},,329b,11370,4
7692,{},,264b,11371,4
7693,{},,2948,11372,18
7694,{},,450b,11374,20
7695,{},,,11375,11
7696,{},,,11376,7
7697,{},,,11378,2
7698,{},,,11381,15
7699,{},,55,11381,19
7700,{},,104,11381,1
7701,{},,131b,11383,12
7702,{},,132a,11384,12
7703,{},,,11386,3
7704,{},,,11387,2
7705,{},,246,11389,10
7706,{},,325,11392,10
7707,{},,194a,11393,23
7708,{},,3936,11394,18
7709,{},,3938,11395,18
7710,{},,163a,11398,20
7711,{},,,11399,16
7712,{},,160,11402,13
7713,{},,39,11403,13
7714,{},,220b,11404,12
7715,{},,156,11408,21
7716,{},,,11409,7
7717,{},,194b,11410,23
7718,{},,226a,11411,4
7719,{},,3923,11413,18
7720,{},,,11415,11
7721,{},,220b,11418,12
7722,{},,322,11422,10
7723,{},,,11423,3
7724,{},,165b,11424,20
7725,{},,,11426,7
7726,{},,220b,11427,12
7727,{},,320b,11429,4
7728,{},,334a,11429,4
7729,{},,,11429,5
7730,{},,,11432,3
7731,{},,174a,11433,4
7732,{},,,11435,48
7733,{},,156,11435,21
7734,{},,,11436,11
7735,{},,456,11437,23
7736,{},,552,11438,23
7737,{},,552,11439,23
7738,{},,203,11440,23
7739,{},,291,11441,23
7740,{},,266b,11442,20
7741,{},,,11443,11
7742,{},,,11444,11
7743,{},,,11445,7
7744,{},,,11445,11
7745,{},,,11446,11
7746,{},,,11447,7
7747,{},,,11447,11
7748,{},,,11448,11
7749,{},,,11450,2
7750,{},,,11451,2
7751,{},,,11452,2
7752,{},,31b,11454,12
7753,{},,57,11456,21
7754,{},,115b,11457,23
7755,{},,166,11458,25
7756,{},,140,11464,10
7757,{},,,11465,3
7758,{},,,11466,3
7759,{},,,11467,16
7760,{},,328a,11468,4
7761,{},,,11470,10
7762,{},,,11471,38
7763,{},,,11472,17
7764,{},,244b,11473,4
7765,{},,262b,11474,20
7766,{},,,11475,11
7767,{},,,11476,2
7768,{},,,11479,7
7769,{},,129b,11481,12
7770,{},,,11485,11
7771,{},,,11486,11
7772,{},,,11487,7
7773,{},,,11488,7
7774,{},,324b,11489,4
7775,{},,328,11490,4
7776,{},,,11490,5
7777,{},,200b,11491,4
7778,{},,,11492,18
7779,{},,47,11493,18
7780,{},,1946,11494,18
7781,{},,2545,11495,18
7782,{},,3249,11496,18
7783,{},,3811,11497,18
7784,{},,,11504,23
7785,{},,,11504,11
7786,{},,,11505,11
7787,{},,,11506,11
7788,{},,47b,11511,12
7789,{},,38,11512,80
7790,{},,87,11516,10
7791,{},,,11517,3
7792,{},,,11518,3
7793,{},,3739,11519,18
7794,{},,186a,11521,20
7795,{},,,11522,11
7796,{},,,11523,11
7797,{},,,11526,11
7798,{},,213b,11527,12
7799,{},,305,11529,13
7800,{},,,11532,7
7801,{},,,11533,3
7802,{},,,11534,7
7803,{},,2792,11535,18
7804,{},,2793,11536,18
7805,{},,432a,11539,20
7806,{},,,11540,11
7807,{},,,11542,2
7808,{},,,11545,15
7809,{},,57,11545,19
7810,{},,14,11545,1
7811,{},,31b,11546,12
7812,{},,69b,11547,12
7813,{},,115,11549,13
7814,{},,,11551,11
7815,{},,,11552,11
7816,{},,,11553,3
7817,{},,,11554,41
7818,{},,2979,11555,18
7819,{},,,11557,11
7820,{},,,11559,2
7821,{},,132b,11562,12
7822,{},,,11563,11
7823,{},,,11564,11
7824,{},,,11567,3
7825,{},,,11568,3
7826,{},,,11569,11
7827,{},,,11570,17
7828,{},,3933,11571,18
7829,{},,,11573,17
7830,{},,,11574,11
7831,{},,,11576,2
7832,{},,,11577,2
7833,{},,,11580,15
7834,{},,14,11580,19
7835,{},,13,11580,1
7836,{},,218b,11581,12
7837,{},,,11583,3
7838,{},,,11584,11
7839,{},,,11587,7
7840,{},,227a,11588,4
7841,{},,,11589,3
7842,{},,,11590,36
7843,{},,94,11592,21
7844,{},,,11593,3
7845,{},,192a,11594,23
7846,{},,251a,11595,4
7847,{},,,11596,7
7848,{},,217a,11600,12
7849,{},,,11601,11
7850,{},,,11604,3
7851,{},,94,11605,21
7852,{},,3864,11606,18
7853,{},,38,11606,27
7854,{},,,11609,2
7855,{},,,11612,15
7856,{},,11,11612,1
7857,{},,155,11614,21
7858,{},,,11615,11
7859,{},,,11616,7
7860,{},,1961,11617,18
7861,{},,,11619,11
7862,{},,98b,11621,12
7863,{},,87,11622,13
7864,{},,,11625,7
7865,{},,,11626,3
7866,{},,,11627,17
7867,{},,,11630,17
7868,{},,,11631,11
7869,{},,,11633,11
7870,{},,,11635,11
7871,{},,,11637,16
7872,{},,,11638,11
7873,{},,,11639,15
7874,{},,44,11639,19
7875,{},,26,11639,1
7876,{},,,11640,15
7877,{},,42,11640,19
7878,{},,53,11640,1
7879,{},,,11641,3
7880,{},,,11642,3
7881,{},,,11643,7
7882,{},,253a,11646,4
7883,{},,169a,11647,4
7884,{},,2755,11648,18
7885,{},,647b,11650,20
7886,{},,,11651,2
7887,{},,,11652,2
7888,{},,225,11654,10
7889,{},,226,11655,10
7890,{},,,11656,3
7891,{},,,11658,11
7892,{},,,11659,11
7893,{},,,11662,11
7894,{},,154a,11665,12
7895,{},,,11669,7
7896,{},,,11670,7
7897,{},,1119,11671,18
7898,{},,8.12,11671,45
7899,{},,2236,11672,18
7900,{},,,11676,2
7901,{},,,11677,2
7902,{},,,11678,2
7903,{},,,11679,15
7904,{},,40,11679,19
7905,{},,31,11679,1
7906,{},,,11680,15
7907,{},,42,11680,19
7908,{},,,11683,11
7909,{},,,11684,3
7910,{},,,11685,3
7911,{},,,11686,16
7912,{},,324a,11687,4
7913,{},,,11688,10
7914,{},,,11689,32
7915,{},,,11690,44
7916,{},,217b,11692,4
7917,{},,1918,11694,18
7918,{},,,11696,17
7919,{},,,11697,11
7920,{},,,11698,2
7921,{},,74a,11703,12
7922,{},,74a,11704,12
7923,{},,,11706,3
7924,{},,323b,11707,4
7925,{},,,11709,38
7926,{},,206b,11710,4
7927,{},,,11713,11
7928,{},,,11714,11
7929,{},,,11715,3
7930,{},,,11716,3
7931,{},,281b,11717,4
7932,{},,260,11718,18
7933,{},,832,11719,18
7934,{},,,11722,17
7935,{},,,11723,11
7936,{},,80b,11726,12
7937,{},,,11728,3
7938,{},,,11730,3
7939,{},,,11731,3
7940,{},,,11732,61
7941,{},,,11733,39
7942,{},,171b,11734,4
7943,{},,,11738,2
7944,{},,,11740,15
7945,{},,51,11740,19
7946,{},,14,11740,1
7947,{},,88b,11741,12
7948,{},,,11742,11
7949,{},,,11745,5
7950,{},,2470,11746,18
7951,{},,,11748,11
7952,{},,128a,11750,12
7953,{},,22,11751,13
7954,{},,,11752,2
7955,{},,29,11754,19
7956,{},,2,11754,1
7957,{},,,11757,3
7958,{},,227,11760,10
7959,{},,3898,11762,18
7960,{},,371a,11764,20
7961,{},,400b,11765,20
7962,{},,,11766,2
7963,{},,479b,11772,23
7964,{},,480b,11773,23
7965,{},,,11774,102
7966,{},,629,11775,23
7967,{},,435,11776,23
7968,{},,436,11777,23
7969,{},,653,11778,23
7970,{},,653,11779,23
7971,{},,2165,11780,18
7972,{},,616a,11782,20
7973,{},,,11783,11
7974,{},,,11784,11
7975,{},,48,11785,21
7976,{},,120b,11788,12
7977,{},,86,11790,13
7978,{},,,11793,7
7979,{},,,11794,3
7980,{},,,11795,3
7981,{},,,11796,10
7982,{},,,11797,11
7983,{},,219b,11799,12
7984,{},,115,11801,13
7985,{},,,11804,11
7986,{},,,11805,3
7987,{},,326b,11808,4
7988,{},,2488,11810,18
7989,{},,,11813,11
7990,{},,,11814,33
7991,{},,,11814,10
7992,{},,,11815,11
7993,{},,,11819,11
7994,{},,,11820,39
7995,{},,,11820,8
7996,{},,,11822,11
7997,{},,175,11825,10
7998,{},,,11826,102
7999,{},,,11827,38
8000,{},,,11828,32
8001,{},,,11829,44
8002,{},,182b,11830,4
8003,{},,,11831,61
8004,{},,1790,11832,18
8005,{},,,11834,71
8006,{},,,11835,11
8007,{},,22,11836,21
8008,{},,,11839,11
8009,{},,,11841,17
8010,{},,53b,11842,12
8011,{},,,11845,11
8012,{},,,11846,11
8013,{},,,11847,11
8014,{},,,11849,11
8015,{},,,11850,11
8016,{},,,11851,11
8017,{},,1182,11852,18
8018,{},,2699,11853,18
8019,{},,246b,11858,59
8020,{},,,11859,50
8021,{},,,11860,8
8022,{},,,11862,15
8023,{},,43,11862,19
8024,{},,31,11862,1
8025,{},,,11863,3
8026,{},,,11864,10
8027,{},,181a,11867,4
8028,{},,2589,11868,18
8029,{},,601a,11870,20
8030,{},,,11871,2
8031,{},,,11873,3
8032,{},,,11874,3
8033,{},,,11876,11
8034,{},,330,11877,4
8035,{},,,11877,5
8036,{},,,11878,57
8037,{},,,11879,17
8038,{},,,11880,11
8039,{},,273a,11883,12
8040,{},,,11885,3
8041,{},,,11888,11
8042,{},,,11889,11
8043,{},,,11890,11
8044,{},,,11891,11
8045,{},,,11892,11
8046,{},,,11893,11
8047,{},,,11894,11
8048,{},,,11895,11
8049,{},,428b,11896,69
8050,{},,,11897,31
8051,{},,,11898,31
8052,{},,61,11899,21
8053,{},,326b,11900,4
8054,{},,209b,11901,4
8055,{},,61,11902,18
8056,{},,3363,11903,18
8057,{},,408a,11906,20
8058,{},,,11907,11
8059,{},,,11908,11
8060,{},,,11909,11
8061,{},,,11910,11
8062,{},,,11911,11
8063,{},,,11912,11
8064,{},,,11913,11
8065,{},,,11914,11
8066,{},,,11915,11
8067,{},,,11917,65
8068,{},,,11918,65
8069,{},,,11919,65
8070,{},,,11920,65
8071,{},,,11921,65
8072,{},,,11922,65
8073,{},,11,11925,19
8074,{},,45,11926,19
8075,{},,7,11927,19
8076,{},,,11929,7
8077,{},,,11931,7
8078,{},,,11934,3
