jsondata,id,name,description,markup_description,pk,valueset_pk,domainelement_pk,frequency,confidence,version
{},psi-505-1-1,*i-wą́he,"[paddle, swim]",,7531,5212,,,,1
{},la-505-1-1,nuƞwáƞ,swim,,7532,5213,,,,1
{},psc-505-1-1,*wąhi ~ *wąyi,"[paddle, swim]",,7533,5214,,,,1
{},ca-505-1-1,yəmayi,boat,,7534,5215,,,,1
{},of-505-1-1,mā´hi,paddle,,7535,5216,,,,1
{},bi-505-1-1,imahíⁿ,paddle,,7536,5217,,,,1
{},wi-505-1-1,nįįwą́,paddle,,7537,5218,,,,1
{},wi-505-1-2,nįįwą,"[paddle, swim]",,7538,5218,,,,1
{},da-505-1-1,niwą́,"[paddle, swim]",,7539,5219,,,,1
{},da-505-1-2,niwáŋ,"[paddle, swim]",,7540,5219,,,,1
{},ks-505-1-1,nį́ma ~ nįmą́,swim,,7541,5220,,,,1
{},ch-505-1-1,bačhímą,paddle a boat,,7542,5221,,,,1
{},pwc-505-1-1,*iwą́,"[paddle, swim]",,7543,5222,,,,1
{},pdh-505-1-1,*nį-į́wą,"[paddle, swim]",,7544,5223,,,,1
{},pbo-505-1-1,*imahį,"[paddle, swim]",,7545,5224,,,,1
{},os-505-1-1,nímoⁿ,swim,,7546,5225,,,,1
{},pda-505-1-1,*niwą́,"[paddle, swim]",,7547,5226,,,,1
{},op-505-1-1,níwaⁿ,swim,,7548,5227,,,,1
{},op-505-2-1,niu woⁿ,swim,,7549,5227,,,,1
{},pmv-506-1-1,*hį́•rhą,[owl (2)],,7550,5228,,,,1
{},ch-506-1-1,hį́da,owl,,7551,5229,,,,1
{},qu-506-1-1,[†į́thą],"owl, nighthawk",,7552,5230,,,,1
{},la-506-1-1,hįhą́,owl,,7553,5231,,,,1
{},bi-506-1-1,txitû´mi hayí,horned owl,,7554,5232,,,,1
{},wi-506-1-1,hįįhą́hą,short-eared owl,,7555,5233,,,,1
{},wi-506-1-2,hįįhąhą,duck species?; great horned owl?,,7556,5233,,,,1
{},wi-506-1-3,hįįǰą́,[owl (2)],,7557,5233,,,,1
{},wi-506-1-4,hįįją,[owl (2)],,7558,5233,,,,1
{},st-506-1-1,hįhą́,[owl (2)],,7559,5234,,,,1
{},ks-506-1-1,íkhą,owl,,7560,5235,,,,1
{},pwc-506-1-1,*hį́•ta’ (?),[owl (2)],,7561,5236,,,,1
{},pdh-506-1-1,*į́thą,[owl (2)],,7562,5237,,,,1
{},os-506-1-1,íthą ~ íkhą,owl,,7563,5238,,,,1
{},pda-506-1-1,*hįhą́,[owl (2)],,7564,5239,,,,1
{},op-506-1-1,iⁿ´chuⁿçuⁿ,snowy owl,,7565,5240,,,,1
{},qu-507-1-1,wappǫ́ka,Bogey Man,,7566,5241,,,,1
{},pmv-507-1-1,*(wa-)hpóka (?),"[owl (1), moth]",,7567,5242,,,,1
{},psi-507-1-1,*(wa-)ąhpó•ka,"[owl (1), moth]",,7568,5243,,,,1
{},ma-507-1-1,wąpákokoka,butterfly,,7569,5244,,,,1
{},ma-507-1-2,pá•šošo•hka,butterfly,,7570,5244,,,,1
{},la-507-1-1,popótka,screech owl,,7571,5245,,,,1
{},la-507-1-2,popótka,"[owl (1), moth]",,7572,5245,,,,1
{},ch-507-1-1,phóxliįñe,screech owl,,7573,5246,,,,1
{},of-507-1-1,ạphó,owl,,7574,5247,,,,1
{},of-507-2-1,"ạphó nạgí, aᵐphónạkĭ",screech owl,,7575,5247,,,,1
{},bi-507-1-1,"podádĕ, pódadi, podi, pâ´di",swamp owl,,7576,5248,,,,1
{},wi-507-1-1,hąąpók,owl,,7577,5249,,,,1
{},wi-507-1-2,hąąpok,moth,,7578,5249,,,,1
{},wi-507-1-3,hąąpógnįk,"[owl (1), moth]",,7579,5249,,,,1
{},wi-507-1-4,"hąąpok, hąąpokįk","[owl (1), moth]",,7580,5249,,,,1
{},ks-507-1-1,wappǫ́ga,small owl,,7581,5250,,,,1
{},ks-507-1-2,giyą́ wappǫ́ga,owl moth,,7582,5250,,,,1
{},pch-507-1-1,*pó•ka (?),"[owl (1), moth]",,7583,5251,,,,1
{},hi-507-1-1,apó•ka,butterfly,,7584,5252,,,,1
{},pwc-507-1-1,*pho-,"[owl (1), moth]",,7585,5253,,,,1
{},pdh-507-1-1,*wahpǫ́ka,"[owl (1), moth]",,7586,5254,,,,1
{},cr-507-1-1,póopahta,owl,,7587,5255,,,,1
{},pbo-507-1-1,*ąphó-,"[owl (1), moth]",,7588,5256,,,,1
{},os-507-1-1,wap̣óga,gray owl,,7589,5257,,,,1
{},op-507-1-1,wapúgahahada,barred owl,,7590,5258,,,,1
{},pmv-508-1-1,*htą́•kE,[outside],,7591,5259,,,,1
{},psi-508-1-1,*htą•-,[outside],,7592,5260,,,,1
{},la-508-1-1,thąkáta,outdoors,,7593,5261,,,,1
{},la-508-1-2,taƞk̇áṫa,[outside],,7594,5261,,,,1
{},ch-508-1-1,thą́glida,outdoors,,7595,5262,,,,1
{},ch-508-1-2,tángri,out/out of doors,,7596,5262,,,,1
{},psc-508-1-1,*tą•,[outside],,7597,5263,,,,1
{},ca-508-1-1,tą•,outside,,7598,5264,,,,1
{},wi-508-1-1,čąąk,outdoors,,7599,5265,,,,1
{},wi-508-1-2,cąąk,outside,,7600,5265,,,,1
{},wi-508-1-3,čąągéja,outside the house,,7601,5265,,,,1
{},wi-508-1-4,cąąkeja,[outside],,7602,5265,,,,1
{},wi-508-1-5,-čąk {in} číičąk,[outside],,7603,5265,,,,1
{},wi-508-1-6,cąąk,[outside],,7604,5265,,,,1
{},hi-508-1-1,ata•ši,outside,,7605,5266,,,,1
{},pwc-508-1-1,*thą́•ke,[outside],,7606,5267,,,,1
{},pmv-509-1-1,*Ro•šną́-ke (?),[otter],,7607,5268,,,,1
{},ch-509-1-1,dostánge,otter,,7608,5269,,,,1
{},ch-509-2-1,dostáñye,otter,,7609,5269,,,,1
{},qu-509-1-1,tošną́ke,otter,,7610,5270,,,,1
{},wo-509-1-1,chaunoc,[otter],,7611,5271,,,,1
{},of-509-1-1,oⁿfnatkạ,mouse,,7612,5272,,,,1
{},tu-509-1-1,munaxka,beaver,,7613,5273,,,,1
{},bi-509-1-1,xanaxka,otter,,7614,5274,,,,1
{},wi-509-1-1,toošą́nąk,otter,,7615,5275,,,,1
{},wi-509-1-2,toošąnąk,[otter],,7616,5275,,,,1
{},pse-509-1-1,*mo-šrųke,[otter],,7617,5276,,,,1
{},ks-509-1-1,dohną́ge ~ ttohną́ge,otter,,7618,5277,,,,1
{},pwc-509-1-1,*Ro•šną́ke,[otter],,7619,5278,,,,1
{},pdh-509-1-1,*Rošną́-ke,[otter],,7620,5279,,,,1
{},os-509-1-1,ṭohnóⁿge,otter,,7621,5280,,,,1
{},sp-509-1-1,Mosnukhe,[otter],,7622,5281,,,,1
{},op-509-1-1,nuzhnoⁿ´,otter,,7623,5282,,,,1
{},pmv-510-1-1,*-ką,"[other, distant]",,7624,5283,,,,1
{},ch-510-1-1,-gą-,facing that way (away from speaker),,7625,5284,,,,1
{},ch-510-1-2,-gą- {in} étadagan^túhwa,facing that way (facing speaker),,7626,5284,,,,1
{},ch-510-1-3,-gą-,facing this way,,7627,5284,,,,1
{},ch-510-1-4,-gą- {in} gósigantuxwa,"[other, distant]",,7628,5284,,,,1
{},ch-510-1-5,-gą-,"[other, distant]",,7629,5284,,,,1
{},ch-510-1-6,-gą- {in} jágantuxwa,"[other, distant]",,7630,5284,,,,1
{},bi-510-1-1,[†kaⁿ],into,,7631,5285,,,,1
{},bi-510-2-1,kaⁿ {in} yahéyaⁿ kaⁿ,away off,,7632,5285,,,,1
{},bi-510-3-1,"-kaⁿ {in} tcak, tcakaⁿ",where,,7633,5285,,,,1
{},la-510-1-1,"-ką {in} toką́, tokhą́l","in another place, elsewhere; another way; another, as another person",,7634,5286,,,,1
{},la-510-1-2,-ką- {in} ítokąl,in another place away from; opposed to sakib,,7635,5286,,,,1
{},la-510-1-3,-ką- {in} toką́ltąhą,"from another source, place or person",,7636,5286,,,,1
{},la-510-1-4,-ką- {in} toką́yą,having ref. to another place,,7637,5286,,,,1
{},pmv-511-1-1,*ší ~ *ži,[order > control],,7638,5287,,,,1
{},psi-511-1-1,*ší,[order > control],,7639,5288,,,,1
{},ma-511-1-1,síʔš,"he hires, gives orders to",,7640,5289,,,,1
{},la-511-1-1,-ši,"tell to, command to",,7641,5290,,,,1
{},sv-511-1-1,-ši,[order > control],,7642,5291,,,,1
{},wi-511-1-1,šíi,tell someone to do sth.,,7643,5292,,,,1
{},wi-511-1-2,šii,[order > control],,7644,5292,,,,1
{},st-511-1-1,-ši,command,,7645,5293,,,,1
{},ks-511-1-1,ágažį,order,,7646,5294,,,,1
{},ch-511-1-1,wayį́,command,,7647,5295,,,,1
{},pdh-511-1-1,*ákaži,[order > control],,7648,5296,,,,1
{},qu-511-1-1,ákaži,command,,7649,5297,,,,1
{},os-511-1-1,ágazhi,"dictate, command, order",,7650,5298,,,,1
{},pda-511-1-1,*-ši,[order > control],,7651,5299,,,,1
{},op-511-1-1,ágaži,"dictate, command, order",,7652,5300,,,,1
{},hi-512-1-1,araxutE,have shoes all worn out; disembowel with feet,,7653,5301,,,,1
{},hi-512-1-2,náxutE (ra),disembowel by teeth,,7654,5301,,,,1
{},hi-512-1-3,aráxutE,explode,,7655,5301,,,,1
{},hi-512-1-4,haxútE,cut open with knife,,7656,5301,,,,1
{},hi-512-1-5,naxxútE  (rka),"break it by dropping, open sth. sealed (e.g. a can)",,7657,5301,,,,1
{},hi-512-1-6,paxutE,bust open sack,,7658,5301,,,,1
{},hi-512-1-7,núxutE,disembowel by hand; open up a package,,7659,5301,,,,1
{},cr-512-1-1,axúshi (a-),"cut open, slice, cut through",,7660,5302,,,,1
{},cr-512-1-2,daxxushí (dak),"crush, smash",,7661,5302,,,,1
{},cr-512-1-3,daxxushí (dak),"bruised, smashed, squashed",,7662,5302,,,,1
{},cr-512-1-4,dúuxshi (du-),"open up, pull apart, make gash",,7663,5302,,,,1
{},cr-512-1-5,alaxshí (ala),"trample, squash with foot",,7664,5302,,,,1
{},cr-512-1-6,páaxshi (paa),"burst, cause to discharge",,7665,5302,,,,1
{},pch-512-1-1,*xutE,[open up],,7666,5303,,,,1
{},psi-512-1-1,*-xotE,[open up],,7667,5304,,,,1
{},ma-512-1-1,paxótoʔš,it hatches,,7668,5305,,,,1
{},ma-512-1-2,ruxótoʔš,he unties it,,7669,5305,,,,1
{},psi-513-1-1,*-paSE,[open > break open],,7670,5306,,,,1
{},ma-513-1-1,kapas,to cut sth. open,,7671,5307,,,,1
{},ma-513-1-2,kapásoʔš,it fell apart,,7672,5307,,,,1
{},ma-513-1-3,rapas,to kick open,,7673,5307,,,,1
{},ma-513-1-4,rupas,to break open,,7674,5307,,,,1
{},bi-513-1-1,dupaxí,[open > break open],,7675,5308,,,,1
{},bi-513-2-1,dupaxkaⁿ´,to open a door (used by females),,7676,5308,,,,1
{},ch-514-1-1,rušé,open sth.,,7677,5309,,,,1
{},psi-514-1-1,*ru-šé-,[open],,7678,5310,,,,1
{},ma-514-1-1,séʔroʔš,it fell apart,,7679,5311,,,,1
{},ma-514-1-2,raseʔr,open with the foot,,7680,5311,,,,1
{},ma-514-1-3,ruseʔr,open sth.,,7681,5311,,,,1
{},ma-514-1-4,kaseʔr,"knock down, cut down",,7682,5311,,,,1
{},ma-514-1-5,paseʔr,push sth. over,,7683,5311,,,,1
{},pma-514-1-1,*séʔ-,[open],,7684,5312,,,,1
{},ot-514-1-1,rusé,open sth.,,7685,5313,,,,1
{},pmv-515-1-1,*xripE,[ooze],,7686,5314,,,,1
{},ch-515-1-1,waxríwe,mash,,7687,5315,,,,1
{},qu-515-1-1,dixdíwe,dip hand into sth.,,7688,5316,,,,1
{},qu-515-1-2,dixdíxdiwe,make sticky from handling,,7689,5316,,,,1
{},wi-515-1-1,rusiríp,"squeeze sth. soft, like mud, so it oozes through fingers",,7690,5317,,,,1
{},wi-515-1-2,rusirip,[ooze],,7691,5317,,,,1
{},pmv-516-1-1,*pšį́• < *w-šį́•,[onion],,7692,5318,,,,1
{},ch-516-1-1,šį•xą́ǰe,onion,,7693,5319,,,,1
{},qu-516-1-1,šį́ka,onion,,7694,5320,,,,1
{},la-516-1-1,pšį,onion,,7695,5321,,,,1
{},bi-516-1-1,ûñktcíⁿ sayí,onions,,7696,5322,,,,1
{},wi-516-1-1,šįįɣóp,onion,,7697,5323,,,,1
{},wi-516-1-2,šįįǧop,[onion],,7698,5323,,,,1
{},psi-516-1-1,*šį́•,[onion],,7699,5324,,,,1
{},pwc-516-1-1,*šį́•,[onion],,7700,5325,,,,1
{},pmv-517-1-1,*ųmą,"[one of a pair, another]",,7701,5326,,,,1
{},qu-517-1-1,imą́,other,,7702,5327,,,,1
{},la-517-1-1,ųmá,"one of a pair, the other",,7703,5328,,,,1
{},bi-517-1-1,kiyówowo,"other, another",,7704,5329,,,,1
{},da-517-1-1,uŋ´ma,"the one, the other",,7705,5330,,,,1
{},ks-517-1-1,ǫmǫ́,other one,,7706,5331,,,,1
{},pdh-517-1-1,*ǫmą,"[one of a pair, another]",,7707,5332,,,,1
{},os-517-1-1,oⁿ´moⁿ,one of two things,,7708,5333,,,,1
{},pda-517-1-1,*ųmá,"[one of a pair, another]",,7709,5334,,,,1
{},op-517-1-1,áma,other,,7710,5335,,,,1
{},ch-518-1-1,i•yą́khi,[one (2)],,7711,5336,,,,1
{},qu-518-1-1,mį́xti,one,,7712,5337,,,,1
{},qu-518-1-2,míaxči,one,,7713,5337,,,,1
{},la-518-1-1,"wąží, wą́či",one,,7714,5338,,,,1
{},sv-518-1-1,"wąži, wą́ča",[one (2)],,7715,5339,,,,1
{},wi-518-1-1,hižą́ ~ hižąkíira,[one (2)],,7716,5340,,,,1
{},wi-518-1-2,hižą ~ hižąkiira,[one (2)],,7717,5340,,,,1
{},da-518-1-1,"wąži, wą́ča",[one (2)],,7718,5341,,,,1
{},ks-518-1-1,mį́xči,one,,7719,5342,,,,1
{},ks-518-1-2,mą́xčą,"once, one time",,7720,5342,,,,1
{},pwc-518-1-1,*i(•)žą-khi,[one (2)],,7721,5343,,,,1
{},pdh-518-1-1,*wįa-xti,[one (2)],,7722,5344,,,,1
{},os-518-1-1,wį́xci,one,,7723,5345,,,,1
{},os-518-2-1,wiⁿáxtsi-oⁿ,once,,7724,5345,,,,1
{},pda-518-1-1,*wą-,[one (2)],,7725,5346,,,,1
{},op-518-1-1,wį,one,,7726,5347,,,,1
{},op-518-1-2,wį́xti,[one (2)],,7727,5347,,,,1
{},op-518-1-3,wíaxči,[one (2)],,7728,5347,,,,1
{},psi-519-1-1,*rų•-sa,[one (1)],,7729,5348,,,,1
{},qu-519-1-1,nǫxtį,"once, one time",,7730,5349,,,,1
{},wo-519-1-1,tonne,one,,7731,5350,,,,1
{},wo-519-1-2,soone noponne,one ten,,7732,5350,,,,1
{},psc-519-1-1,*rų•-,[one (1)],,7733,5351,,,,1
{},ca-519-1-1,"napę́, dəpę",one,,7734,5352,,,,1
{},tu-519-1-1,"noñç; noñs, nosāi, noñsa",one,,7735,5353,,,,1
{},tu-519-1-2,blǭs,two (sic),,7736,5353,,,,1
{},tu-519-1-3,nǭs,one,,7737,5353,,,,1
{},tu-519-1-4,noⁿs,[one (1)],,7738,5353,,,,1
{},bi-519-1-1,"soⁿ´sa, soⁿsá",one,,7739,5354,,,,1
{},pse-519-1-1,*nų•sa,[one (1)],,7740,5355,,,,1
{},hi-519-1-1,"ruwáca, nuwáca",one,,7741,5356,,,,1
{},of-519-1-1,"nû´fha, nû´fhá",one,,7742,5357,,,,1
{},cr-519-1-1,hawáta,one,,7743,5358,,,,1
{},pbo-519-1-1,*nǫ́sa,[one (1)],,7744,5359,,,,1
{},qu-520-1-1,á-,"[on, locative]",,7745,5360,,,,1
{},pmv-520-1-1,*a-,"[on, locative]",,7746,5361,,,,1
{},psi-520-1-1,*á•-,"[on, locative]",,7747,5362,,,,1
{},ma-520-1-1,á•-,locative,,7748,5363,,,,1
{},la-520-1-1,a-,locative on,,7749,5364,,,,1
{},ch-520-1-1,a•-,"[on, locative]",,7750,5365,,,,1
{},of-520-1-1,á•-,"[on, locative]",,7751,5366,,,,1
{},tu-520-1-1,a-´,"[on, locative]",,7752,5367,,,,1
{},bi-520-1-1,a-,"[on, locative]",,7753,5368,,,,1
{},wi-520-1-1,(h)a-,"[on, locative]",,7754,5369,,,,1
{},wi-520-1-2,ha-,"[on, locative]",,7755,5369,,,,1
{},pse-520-1-1,*a-,"[on, locative]",,7756,5370,,,,1
{},ks-520-1-1,á-,"[on, locative]",,7757,5371,,,,1
{},pch-520-1-1,*á-,"[on, locative]",,7758,5372,,,,1
{},hi-520-1-1,a(a)k-,"[on, locative]",,7759,5373,,,,1
{},pwc-520-1-1,*a-,"[on, locative]",,7760,5374,,,,1
{},pdh-520-1-1,*á-,"[on, locative]",,7761,5375,,,,1
{},cr-520-1-1,á-,"[on, locative]",,7762,5376,,,,1
{},pbo-520-1-1,*a•-,"[on, locative]",,7763,5377,,,,1
{},os-520-1-1,á-,"[on, locative]",,7764,5378,,,,1
{},pda-520-1-1,*a-,"[on, locative]",,7765,5379,,,,1
{},op-520-1-1,á-,"[on, locative]",,7766,5380,,,,1
{},psi-521-1-1,*xʔihe,"[old, mysterious(?)]",,7767,5381,,,,1
{},ma-521-1-1,xihóʔš,he’s old,,7768,5382,,,,1
{},of-521-1-1,shíhuⁿ,holy (?),,7769,5383,,,,1
{},bi-521-1-1,"xi, xidí",chief,,7770,5384,,,,1
{},hi-521-1-1,xiʔé•,old,,7771,5385,,,,1
{},pbo-521-1-1,*xi  < *xih,"[old, mysterious(?)]",,7772,5386,,,,1
{},ch-522-1-1,"nú, nún","grow up, be growing",,7773,5387,,,,1
{},ch-522-2-1,núñyegi,"adults, after they are grown up",,7774,5387,,,,1
{},qu-522-1-1,ną́hą,"old, grown up, mature",,7775,5388,,,,1
{},la-522-1-1,winų́xča,"man’s mother-in-law, old woman",,7776,5389,,,,1
{},ya-522-1-1,winóḣća,old woman,,7777,5390,,,,1
{},tu-522-1-1,enóⁿ oⁿq,his elder sister,,7778,5391,,,,1
{},tu-522-1-2,minoⁿonq,my elder sister,,7779,5391,,,,1
{},bi-522-1-1,noxtí,the eldest,,7780,5392,,,,1
{},pse-522-1-1,*nǫ́•-,"[old, mature]",,7781,5393,,,,1
{},psi-522-1-1,*rų́•,"[old, mature]",,7782,5394,,,,1
{},os-522-1-1,nǫ́hǫ,older person,,7783,5395,,,,1
{},pda-522-1-1,*-nų-,"[old, mature]",,7784,5396,,,,1
{},pmv-523-1-1,*-ną,"[old, Ancient of - (Suffix)]",,7785,5397,,,,1
{},qu-523-1-1,waxʔóną,old woman,,7786,5398,,,,1
{},bi-523-1-1,skákana,Ancient of Possums,,7787,5399,,,,1
{},st-523-1-1,įsʔaguwį́na,old man,,7788,5400,,,,1
{},pmv-524-1-1,*įšʔá•(-ke),[old man],,7789,5401,,,,1
{},ch-524-1-1,tsʔá•ge,"old, elderly, aged",,7790,5402,,,,1
{},qu-524-1-1,šʔaké hí,"elder, an old man",,7791,5403,,,,1
{},qu-524-1-2,šʔákehí,aged,,7792,5403,,,,1
{},bi-524-1-1,hayasáhi iⁿtcyá,old Indian man,,7793,5404,,,,1
{},bi-524-1-2,iⁿtcĭtcyá,old,,7794,5404,,,,1
{},bi-524-1-3,iⁿtitcyá,old man,,7795,5404,,,,1
{},bi-524-1-4,haⁿyá iⁿ´tcya txa,the ancients,,7796,5404,,,,1
{},wi-524-1-1,gišʔák,to respect,,7797,5405,,,,1
{},wi-524-1-2,giš’ak,"be old, parent",,7798,5405,,,,1
{},wi-524-1-3,šʔáak,[old man],,7799,5405,,,,1
{},wi-524-1-4,š’aak,[old man],,7800,5405,,,,1
{},st-524-1-1,įsʔaguwį́na,old man,,7801,5406,,,,1
{},ks-524-1-1,cʔágehį́ŋa,tribal elder,,7802,5407,,,,1
{},psi-524-1-1,*įšʔá•ke,[old man],,7803,5408,,,,1
{},pwc-524-1-1,*šʔá•ke,[old man],,7804,5409,,,,1
{},pdh-524-1-1,*išʔáke,[old man],,7805,5410,,,,1
{},ot-524-1-1,sʔá•ge,[old man],,7806,5411,,,,1
{},os-524-1-1,iṭs’age,"little old man, sister-in-law's father",,7807,5412,,,,1
{},op-524-1-1,įšʔáge,old man,,7808,5413,,,,1
{},op-524-1-2,iⁿc’age,elder,,7809,5413,,,,1
{},op-524-1-3,iⁿshage,[old man],,7810,5413,,,,1
{},pmv-525-1-1,*xʔo•h-,[old],,7811,5414,,,,1
{},psi-525-1-1,*xʔó•he,[old],,7812,5415,,,,1
{},qu-525-1-1,waxʔó,woman,,7813,5416,,,,1
{},la-525-1-1,xʔokhá,"sing with the drum, a singer",,7814,5417,,,,1
{},of-525-1-1,shóhi,old,,7815,5418,,,,1
{},tu-525-1-1,"hoakai, hōhka",old,,7816,5419,,,,1
{},bi-525-1-1,xohí,old,,7817,5420,,,,1
{},wi-525-1-1,xʔoóke,"adult of parent type, no sex distinction",,7818,5421,,,,1
{},wi-525-1-2,x’ooke,parent,,7819,5421,,,,1
{},wi-525-1-3,x’oke,[old],,7820,5421,,,,1
{},wi-525-1-4,x’ooke,[old],,7821,5421,,,,1
{},pse-525-1-1,*xó•hi,[old],,7822,5422,,,,1
{},ks-525-1-1,wakʔó,woman,,7823,5423,,,,1
{},pdh-525-1-1,*waxʔó,[old],,7824,5424,,,,1
{},pbo-525-1-1,*xohi,[old],,7825,5425,,,,1
{},os-525-1-1,wakʔó,woman,,7826,5426,,,,1
{},op-525-1-1,waʔó,woman,,7827,5427,,,,1
{},ma-526-1-1,wópaše,offering to corn,,7828,5428,,,,1
{},pma-526-1-1,*wo•pašE,[offering],,7829,5429,,,,1
{},da-527-1-1,utúhu,black oak,,7830,5430,,,,1
{},psi-527-1-1,*,[oak (3)],,7831,5431,,,,1
{},ma-527-1-1,itáhu,oak,,7832,5432,,,,1
{},pda-527-1-1,*ithú-hu,[oak (3)],,7833,5433,,,,1
{},la-527-1-1,ithúhu,black oak,,7834,5434,,,,1
{},pmv-528-1-1,*ú•tehu,[oak (2)],,7835,5435,,,,1
{},ch-528-1-1,búthugaįñe,burr oak,,7836,5436,,,,1
{},ch-528-1-2,bú•thu,oak,,7837,5436,,,,1
{},la-528-1-1,úṫahu,oak tree,,7838,5437,,,,1
{},la-528-2-1,úṫahu caŋ,burr oak,,7839,5437,,,,1
{},of-528-1-1,ū´tu,oak,,7840,5438,,,,1
{},bi-528-1-1,tcûtcáxkudí,[oak (2)],,7841,5439,,,,1
{},bi-528-2-1,utí,"mast, acorns",,7842,5439,,,,1
{},bi-528-3-1,údi,oak,,7843,5439,,,,1
{},da-528-1-1,útahu,oak tree,,7844,5440,,,,1
{},psi-528-1-1,*ú•te-hu•,[oak (2)],,7845,5441,,,,1
{},pbo-528-1-1,*ú•ti(-hu),[oak (2)],,7846,5442,,,,1
{},pda-528-1-1,*útahu,[oak (2)],,7847,5443,,,,1
{},pmv-529-1-1,*htá•ška hu,[oak (1)],,7848,5444,,,,1
{},ch-529-1-1,thášku,burr oak,,7849,5445,,,,1
{},qu-529-1-1,ttašká hi,burr oak,,7850,5446,,,,1
{},qu-529-1-2,ttašká,acorn,,7851,5446,,,,1
{},tu-529-1-1,taskahūi; tāskahōi,oak,,7852,5447,,,,1
{},bi-529-1-1,tcaxḳú,oak,,7853,5448,,,,1
{},bi-529-1-2,"taxkudí, tcûtcáxkudí",[oak (1)],,7854,5448,,,,1
{},wi-529-1-1,čaašgégu,oak,,7855,5449,,,,1
{},wi-529-1-2,caašgegu,[oak (1)],,7856,5449,,,,1
{},pse-529-1-1,*ta•Ska hu•  (?),[oak (1)],,7857,5450,,,,1
{},ks-529-1-1,ttaška hü,burr oak,,7858,5451,,,,1
{},ks-529-1-2,ttaská,hog acorns; acorns of burr oak,,7859,5451,,,,1
{},pwc-529-1-1,*thá•ške hu,[oak (1)],,7860,5452,,,,1
{},pdh-529-1-1,*htáška hü,[oak (1)],,7861,5453,,,,1
{},os-529-1-1,ṭáshka hi,"buckeye, white oak",,7862,5454,,,,1
{},os-529-2-1,ṭashká çkiue,sweet acorn,,7863,5454,,,,1
{},op-529-1-1,ttáška hí,white oak,,7864,5455,,,,1
{},op-529-1-2,ttáška,[oak (1)],,7865,5455,,,,1
{},op-529-1-3,tashka,[oak (1)],,7866,5455,,,,1
{},pmv-530-1-1,*nį,[nudge],,7867,5456,,,,1
{},psi-530-1-1,*rihe,[nudge],,7868,5457,,,,1
{},la-530-1-1,épani,to nudge someone. to get his attention,,7869,5458,,,,1
{},la-530-1-2,wópaniyą,"nudge, give a signal or sign",,7870,5458,,,,1
{},la-530-1-3,paníni,push or jog with the elbow or hand; to wake out of sleep by jogging,,7871,5458,,,,1
{},la-530-1-4,naní,"touch or jog with the foot, rouse up",,7872,5458,,,,1
{},la-530-1-5,waní,"shake in cutting, as jelly; cut off; to rip",,7873,5458,,,,1
{},la-530-1-6,yuní,"touch one, so as to call his attention to sth.",,7874,5458,,,,1
{},wi-530-1-1,ni_kere,"to fondle (handle?), baby-talk, sweet-talk",,7875,5459,,,,1
{},wi-530-1-2,nįįkere,[nudge],,7876,5459,,,,1
{},da-530-1-1,yuní,"touch one, so as to call his attention to sth.",,7877,5460,,,,1
{},pch-530-1-1,*kirihe,[nudge],,7878,5461,,,,1
{},hi-530-1-1,arakiria,push with foot,,7879,5462,,,,1
{},hi-530-1-2,núkiria,"pull on rein and make horse turn, steer",,7880,5462,,,,1
{},hi-530-1-3,pákiria,push away,,7881,5462,,,,1
{},cr-530-1-1,alachílee,push with the foot,,7882,5463,,,,1
{},cr-530-1-2,dúuchilee,nudge,,7883,5463,,,,1
{},cr-530-1-3,dáachilee,"draw, attract toward",,7884,5463,,,,1
{},cr-530-1-4,páachilee,push,,7885,5463,,,,1
{},pda-530-1-1,*-ni,[nudge],,7886,5464,,,,1
{},pmv-531-1-1,*rhą,[now],,7887,5465,,,,1
{},qu-531-1-1,į́čhoⁿ,[now],,7888,5466,,,,1
{},la-531-1-1,lehą́,next,,7889,5467,,,,1
{},la-531-1-2,lehą́yą,(used in story telling),,7890,5467,,,,1
{},bi-531-1-1,"naxáxa, naxáx",just now,,7891,5468,,,,1
{},wi-531-1-1,ǰaaǰą́ną,when,,7892,5469,,,,1
{},wi-531-1-2,jaająną,[now],,7893,5469,,,,1
{},da-531-1-1,deháŋ,"now, thus far",,7894,5470,,,,1
{},pdh-531-1-1,*įthą,[now],,7895,5471,,,,1
{},os-531-1-1,įchą,"modern, new",,7896,5472,,,,1
{},os-531-1-2,iⁿtsoⁿ,[now],,7897,5472,,,,1
{},pda-531-1-1,*hą,[now],,7898,5473,,,,1
{},op-531-1-1,iⁿchuⁿ,now,,7899,5474,,,,1
{},op-531-2-1,įthą,[now],,7900,5474,,,,1
{},ch-532-1-1,phų́xa,nose,,7901,5475,,,,1
{},ch-532-1-2,phų́glaǰe,nostril,,7902,5475,,,,1
{},qu-532-1-1,ppąkdátte,"palate, roof of mouth",,7903,5476,,,,1
{},of-532-1-1,apĭ´ntcu,nose,,7904,5477,,,,1
{},ca-532-1-1,hipį́su•ʔ,his nose,,7905,5478,,,,1
{},bi-532-1-1,"putcoⁿ, pŭtcuⁿ, ptcûⁿ, ptcoⁿ",nose,,7906,5479,,,,1
{},wi-532-1-1,"pųsopox, pǫsopox",nostrils; holes-in-nose,,7907,5480,,,,1
{},wi-532-1-2,pųųšje hopox,"[nose (3), nostril]",,7908,5480,,,,1
{},pwc-532-1-1,*phų́-,"[nose (3), nostril]",,7909,5481,,,,1
