jsondata,id,name,description,markup_description,pk,valueset_pk,domainelement_pk,frequency,confidence,version
{},pwc-1098-1-1,*ko•-,"[beyond > other, across (1)]",,17337,11934,,,,1
{},pdh-1098-1-1,*ko•,"[beyond > other, across (1)]",,17338,11935,,,,1
{},os-1098-1-1,kó- {in} góda,ahead,,17339,11936,,,,1
{},os-1098-2-1,kó- {in} gó-da thi-shoⁿ,on the other side,,17340,11936,,,,1
{},os-1098-3-1,kó- {in} gó-da toⁿ,that person standing yonder,,17341,11936,,,,1
{},os-1098-4-1,gú-dsi,in times past; a long time ago (primitive),,17342,11936,,,,1
{},op-1098-1-1,gu,yonder; towards you,,17343,11937,,,,1
{},op-1098-2-1,[†-gó- {in} águdi],where (lit. where away),,17344,11937,,,,1
{},op-1098-3-1,[†gó- {in} gú-a],farther off from a place; closer to another than to speaker; on that side,,17345,11937,,,,1
{},op-1098-4-1,[†gó- {in} gú-a-hi],"beyond, on that side of the place",,17346,11937,,,,1
{},pmv-1099-1-1,*kwų́(-xe),[bewitch],,17347,11938,,,,1
{},ch-1099-1-1,"grún, wagrún",curse,,17348,11939,,,,1
{},qu-1099-1-1,knǫ,"curse, revile",,17349,11940,,,,1
{},la-1099-1-1,xmų́,"buzz, hum",,17350,11941,,,,1
{},la-1099-1-2,xmų́ɣa,"bewitch, sorcerize",,17351,11941,,,,1
{},la-1099-1-3,thuxmų́ɣa,"bees, flies",,17352,11941,,,,1
{},la-1099-1-4,thexmų́ɣa,horseflies,,17353,11941,,,,1
{},wi-1099-1-1,"wakąwą́x, waką́ąx","witch, witchcraft",,17354,11942,,,,1
{},wi-1099-1-2,"wakąwąx, wakąąx",[bewitch],,17355,11942,,,,1
{},da-1099-1-1,hmuŋġa,bewitch,,17356,11943,,,,1
{},ks-1099-1-1,kkilǫ́ɣe,sorcery,,17357,11944,,,,1
{},pwc-1099-1-1,*wa-kwų́(-xe),[bewitch],,17358,11945,,,,1
{},pdh-1099-1-1,*hki-krǫ́(-ɣe),[bewitch],,17359,11946,,,,1
{},os-1099-1-1,ḳigthóⁿxe,practice magic upon each other,,17360,11947,,,,1
{},os-1099-2-1,ḳigthóⁿxe umoⁿ,the bee,,17361,11947,,,,1
{},pda-1099-1-1,*xmų́ɣa,[bewitch],,17362,11948,,,,1
{},op-1099-1-1,kigthoⁿ´xe,[bewitch],,17363,11949,,,,1
{},pmv-1100-1-1,*o-htá-ą-rą,[between],,17364,11950,,,,1
{},ch-1100-1-1,otánãta,between,,17365,11951,,,,1
{},qu-1100-1-1,ottána,"interval, space",,17366,11952,,,,1
{},la-1100-1-1,óthahena,on this side,,17367,11953,,,,1
{},la-1100-1-2,iyóthahena,between,,17368,11953,,,,1
{},wi-1100-1-1,hočakéeną,in the middle,,17369,11954,,,,1
{},wi-1100-1-2,hocakeną,[between],,17370,11954,,,,1
{},ks-1100-1-1,ottáną,the space between,,17371,11955,,,,1
{},ks-1100-1-2,ottánąǰe,between,,17372,11955,,,,1
{},pwc-1100-1-1,*othá-ą-ną,[between],,17373,11956,,,,1
{},pdh-1100-1-1,*ohtáną,[between],,17374,11957,,,,1
{},os-1100-1-1,uṭánoⁿtse,lying between two objects,,17375,11958,,,,1
{},pda-1100-1-1,*ó-tha-ą-ną,[between],,17376,11959,,,,1
{},op-1100-1-1,ottą́na,in between,,17377,11960,,,,1
{},pmv-1101-1-1,*há•ze,"[berry, grape]",,17378,11961,,,,1
{},ch-1101-1-1,há•ðe,"[berry, grape]",,17379,11962,,,,1
{},pma-1101-1-1,*hą́šE,"[berry, grape]",,17380,11963,,,,1
{},cr-1101-1-1,baáčuu,chokecherry,,17381,11964,,,,1
{},la-1101-1-1,háza,grapes,,17382,11965,,,,1
{},tu-1101-1-1,hasisiāi,raspberry,,17383,11966,,,,1
{},tu-1101-2-1,haspahīnuk,strawberry,,17384,11966,,,,1
{},pch-1101-1-1,*wa•cu,"[berry, grape]",,17385,11967,,,,1
{},psi-1101-1-1,*há•sE ~ *há•s-hu,"[berry, grape]",,17386,11968,,,,1
{},bi-1101-1-1,asi,"berry, berries",,17387,11969,,,,1
{},bi-1101-2-1,ástaⁿtká,mayhaws,,17388,11969,,,,1
{},bi-1101-3-1,ástĕpáx kotká,strawberries,,17389,11969,,,,1
{},wi-1101-1-1,háas,"berry, fruit",,17390,11970,,,,1
{},wi-1101-1-2,haas,"[berry, grape]",,17391,11970,,,,1
{},da-1101-1-1,hastaŋhaŋka,grape,,17392,11971,,,,1
{},hi-1101-1-1,wá•cu,berry,,17393,11972,,,,1
{},hi-1101-1-2,má•cu,"[berry, grape]",,17394,11972,,,,1
{},pwc-1101-1-1,*há•ze,"[berry, grape]",,17395,11973,,,,1
{},ma-1101-1-1,hą́hse,bullberry,,17396,11974,,,,1
{},ma-1101-1-2,hą́šE ~ hą́š,grapes,,17397,11974,,,,1
{},pse-1101-1-1,*hási,"[berry, grape]",,17398,11975,,,,1
{},qu-1101-1-1,házi,grape,,17399,11976,,,,1
{},of-1101-1-1,iyā´fhu,blackberry,,17400,11977,,,,1
{},ks-1101-1-1,házü,grape,,17401,11978,,,,1
{},pdh-1101-1-1,*házü,"[berry, grape]",,17402,11979,,,,1
{},pbo-1101-1-1,*ási,"[berry, grape]",,17403,11980,,,,1
{},os-1101-1-1,házi ~ házü,grape,,17404,11981,,,,1
{},pda-1101-1-1,*háza,"[berry, grape]",,17405,11982,,,,1
{},op-1101-1-1,házi,grape,,17406,11983,,,,1
{},hi-1102-1-1,aškó•,"limp, be lame",,17407,11984,,,,1
{},cr-1102-1-1,alačkú,limp,,17408,11985,,,,1
{},pch-1102-1-1,*-škó•,"[bend > limp, be lame]",,17409,11986,,,,1
{},psi-1102-1-1,*škó•,"[bend > limp, be lame]",,17410,11987,,,,1
{},bi-1102-1-1,"tckokí, tckukí","lame; to be lame, to limp",,17411,11988,,,,1
{},pmv-1103-1-1,*-kšížE,"[bend > fold, curl]",,17412,11989,,,,1
{},psi-1103-1-1,*ke-ší-šE,"[bend > fold, curl]",,17413,11990,,,,1
{},ma-1103-1-1,"-ksísoʔš, pa-",he folds it,,17414,11991,,,,1
{},la-1103-1-1,"-kšižA, aká-","bend into or round, as a piece of iron; bend something soft around a pipe; to pound onto, as a jeweler would",,17415,11992,,,,1
{},la-1103-1-2,"-kšíkšižA, ka-","fold up in parts, to collapse, as the knees in giving away.",,17416,11992,,,,1
{},la-1103-1-3,"-kšížA, na-","double up anything with the foot, to bend up the leg; to double up on, as the stockings do in hanging down",,17417,11992,,,,1
{},la-1103-1-4,"-kšíža, pa-","double up anything, e.g. folding chairs, beds to put them away",,17418,11992,,,,1
{},la-1103-1-5,"-kšížA, wa-",shut up e.g. a knife blade when in the act of cutting,,17419,11992,,,,1
{},la-1103-1-6,"-kšížA, ya-",double up with the teeth,,17420,11992,,,,1
{},la-1103-1-7,"-kšížA, yu-",double up e.g. a knife or one’s arm,,17421,11992,,,,1
{},wi-1103-1-1,hoiwékšiš,a joint (of limb),,17422,11993,,,,1
{},wi-1103-1-2,hoiwekšiš,clench fingers into fist,,17423,11993,,,,1
{},wi-1103-1-3,"-kšikšíš, ru-","[bend > fold, curl]",,17424,11993,,,,1
{},wi-1103-1-4,rukšikšiš,"[bend > fold, curl]",,17425,11993,,,,1
{},da-1103-1-1,yukṡiża,bend,,17426,11994,,,,1
{},ks-1103-1-1,yüšįže,"[bend > fold, curl]",,17427,11995,,,,1
{},ch-1103-1-1,luʔšiye,joint,,17428,11996,,,,1
{},pwc-1103-1-1,*kšíže,"[bend > fold, curl]",,17429,11997,,,,1
{},pdh-1103-1-1,*-šíže ~ *-šį́že,"[bend > fold, curl]",,17430,11998,,,,1
{},os-1103-1-1,thishízhe,crooked,,17431,11999,,,,1
{},pda-1103-1-1,*-kšíža,"[bend > fold, curl]",,17432,12000,,,,1
{},pmv-1104-1-1,"*kó•, *kó•zE ~ *kó•žE",[bend > bend back and forth],,17433,12001,,,,1
{},qu-1104-1-1,kóže,crooked,,17434,12002,,,,1
{},qu-1104-1-2,dikóže,bend something,,17435,12002,,,,1
{},qu-1104-1-3,dikókože,zigzag,,17436,12002,,,,1
{},la-1104-1-1,pakó,"crooked, bent around",,17437,12003,,,,1
{},la-1104-2-1,yaáṗako,bend or twist with the mouth,,17438,12003,,,,1
{},la-1104-3-1,yuáṗak̇o,make crooked,,17439,12003,,,,1
{},la-1104-3-2,"-ko, wopá-","knock crooked, by shooting or punching",,17440,12003,,,,1
{},la-1104-3-3,wopákho,[bend > bend back and forth],,17441,12003,,,,1
{},la-1104-4-1,napáko,bend up of itself,,17442,12003,,,,1
{},la-1104-5-1,wapáko,cut or saw crooked,,17443,12003,,,,1
{},la-1104-5-2,"-kozA, oká-",dangle,,17444,12003,,,,1
{},la-1104-5-3,"-kóza, pa-","push back and forth, to swing",,17445,12003,,,,1
{},bi-1104-1-1,"takótcĭ, takótcĕ",turning somersault,,17446,12004,,,,1
{},wi-1104-1-1,góoš,be crescent-shaped,,17447,12005,,,,1
{},wi-1104-1-2,gooš,[bend > bend back and forth],,17448,12005,,,,1
{},da-1104-1-1,kóza,swing,,17449,12006,,,,1
{},pch-1104-1-1,*kó•že,[bend > bend back and forth],,17450,12007,,,,1
{},pdh-1104-1-1,*kóže,[bend > bend back and forth],,17451,12008,,,,1
{},ot-1104-1-1,gó•ye,"bent, like wire",,17452,12009,,,,1
{},ot-1104-1-2,rigó•ye,bend it,,17453,12009,,,,1
{},pda-1104-1-1,"*ko, *kózE",[bend > bend back and forth],,17454,12010,,,,1
{},op-1104-1-1,thíguzhe,crooked,,17455,12011,,,,1
{},pmv-1105-1-1,*-kšą-kšą,[bend (9)],,17456,12012,,,,1
{},psi-1105-1-1,*kšą,[bend (9)],,17457,12013,,,,1
{},qu-1105-1-1,ni bášąkną́,bend in a stream,,17458,12014,,,,1
{},la-1105-1-1,kšą́kšą,"wriggle, as a fish",,17459,12015,,,,1
{},la-1105-1-2,kšų́kšą,zigzag,,17460,12015,,,,1
{},la-1105-1-3,kšįkšą́,crooked,,17461,12015,,,,1
{},la-1105-1-4,yukšį́kšą,"bend, bend up; crookedly, in a zigzag manner",,17462,12015,,,,1
{},la-1105-1-5,pakšį́kšą,bend with the foot e.g. a stick by two hands an d bent with the foot,,17463,12015,,,,1
{},la-1105-1-6,kšą́,"bend, make bend by pushing",,17464,12015,,,,1
{},la-1105-1-7,"-kšą́, ka-",bend with the mouth,,17465,12015,,,,1
{},la-1105-1-8,"-kšą́, na-","bend; do something in a round about way, to go around something to avoid it",,17466,12015,,,,1
{},la-1105-1-9,"-kšą́, pa-",[bend (9)],,17467,12015,,,,1
{},la-1105-1-10,"-kšą́, ya-",[bend (9)],,17468,12015,,,,1
{},la-1105-1-11,"-kšą́, yu-",[bend (9)],,17469,12015,,,,1
{},bi-1105-1-1,"ktcaⁿ, iñktcaⁿhí, iñktcáⁿhi","next to, next one",,17470,12016,,,,1
{},wi-1105-1-1,-kšąkšą,wavy (hair),,17471,12017,,,,1
{},wi-1105-1-2,-kšąkšą,[bend (9)],,17472,12017,,,,1
{},da-1105-1-1,kšą́,crooked,,17473,12018,,,,1
{},ks-1105-1-1,be•są́,zig zag pattern,,17474,12019,,,,1
{},ks-1105-1-2,yübášǫše,[bend (9)],,17475,12019,,,,1
{},ch-1105-1-1,waʔšą́ʔšą,zig zag,,17476,12020,,,,1
{},pwc-1105-1-1,*kšą-kšą,[bend (9)],,17477,12021,,,,1
{},pdh-1105-1-1,*šą,[bend (9)],,17478,12022,,,,1
{},os-1105-1-1,bashoⁿ´,"crooked, incurved, river bend",,17479,12023,,,,1
{},os-1105-2-1,bashóⁿshoⁿ,in a zig zag way,,17480,12023,,,,1
{},pda-1105-1-1,*kšą,[bend (9)],,17481,12024,,,,1
{},op-1105-1-1,ba’shoⁿshoⁿ,crooked,,17482,12025,,,,1
{},op-1105-2-1,pa shoⁿshoⁿ,zigzag,,17483,12025,,,,1
{},psi-1106-1-1,*-šohe,[bend (8)],,17484,12026,,,,1
{},wi-1106-1-1,"-žo, koowá-","be humped up, like steak cooked wrong",,17485,12027,,,,1
{},wi-1106-1-2,koowažo,[bend (8)],,17486,12027,,,,1
{},pch-1106-1-1,*-ššua < *-ššuhe,[bend (8)],,17487,12028,,,,1
{},hi-1106-1-1,"-ššua, ara-",bend by feet,,17488,12029,,,,1
{},hi-1106-1-2,"-ššua, ná-",bend with teeth,,17489,12029,,,,1
{},hi-1106-1-3,"-ššua, nu-","bend by hand, twist; turn in a vehicle",,17490,12029,,,,1
{},hi-1106-1-4,"-ššua, pá-",bend by pushing,,17491,12029,,,,1
{},hi-1106-1-5,"-šua, nak-","bend by hitting, dent",,17492,12029,,,,1
{},pwc-1106-1-1,*-žo,[bend (8)],,17493,12030,,,,1
{},cr-1106-1-1,"-ššua, dú-",bend,,17494,12031,,,,1
{},cr-1106-1-2,"-xua, dú-",bend,,17495,12031,,,,1
{},cr-1106-1-3,daššuá,bent,,17496,12031,,,,1
{},cr-1106-1-4,bišúa,"bent, crooked",,17497,12031,,,,1
{},ot-1106-1-1,wa•yó,"something that’s sticking out, bent out; an erection",,17498,12032,,,,1
{},cr-1107-1-1,shísshia,curly,,17499,12033,,,,1
{},psi-1107-1-1,*SiSi-,[bend (7)],,17500,12034,,,,1
{},bi-1107-1-1,sĭsí,wrinkled,,17501,12035,,,,1
{},pmv-1108-1-1,*kšé•kE,[bend (6)],,17502,12036,,,,1
{},psi-1108-1-1,*kšé•kE,[bend (6)],,17503,12037,,,,1
{},ma-1108-1-1,ksékoʔš,it’s crooked,,17504,12038,,,,1
{},wi-1108-1-1,kšeekšék,be crooked,,17505,12039,,,,1
{},wi-1108-1-2,kšeekšek,[bend (6)],,17506,12039,,,,1
{},pmv-1109-1-1,*sʔį́,[bend (5)],,17507,12040,,,,1
{},ch-1109-1-1,waθʔį́,bend,,17508,12041,,,,1
{},qu-1109-1-1,díbasʔį́,hold gun muzzle downward,,17509,12042,,,,1
{},la-1109-1-1,"-šʔį, ipú-","the outside of a bend or curve, as in a river",,17510,12043,,,,1
{},la-1109-1-2,ipášʔį,"the outside of a bend or curve, as in a river’; also ‘depressed, of a person",,17511,12043,,,,1
{},la-1109-1-3,"-šʔį, opú-","a curve, as of the outer side opposite the string of a bow.",,17512,12043,,,,1
{},la-1109-1-4,opášʔį,"bend backwards, to be bent toward the inside (c oncave), like the back of a sway-back horse, or a pug nose",,17513,12043,,,,1
{},la-1109-1-5,"-šʔį́, ka-",strain in the peak of copulation,,17514,12043,,,,1
{},la-1109-1-6,"-šʔį́šʔį, ya-",tickle by saying something,,17515,12043,,,,1
{},la-1109-1-7,yašʔį́šʔį,tickle someone with the hand,,17516,12043,,,,1
{},la-1109-1-8,yušʔį́šʔį,[bend (5)],,17517,12043,,,,1
{},wi-1109-1-1,"-sʔį́, wa-","bend over, v.intr.",,17518,12044,,,,1
{},wi-1109-1-2,was’į,[bend (5)],,17519,12044,,,,1
{},ks-1109-1-1,bacʔį́,"stoop over, headlong head first",,17520,12045,,,,1
{},ks-1109-1-2,bacʔį́cʔį,"buck, as a horse",,17521,12045,,,,1
{},ks-1109-1-3,babácʔį,"push over, upside down",,17522,12045,,,,1
{},ks-1109-1-4,bübácʔį,"stoop over, make, push down",,17523,12045,,,,1
{},ks-1109-1-5,gabácʔį,"stoop, force by striking",,17524,12045,,,,1
{},ks-1109-1-6,nąbácʔį,"stoop, cause one to stoop by action of foot",,17525,12045,,,,1
{},ks-1109-1-7,yübácʔį,"bend or deflect something, force to stoop",,17526,12045,,,,1
{},pwc-1109-1-1,-sʔį́,[bend (5)],,17527,12046,,,,1
{},pdh-1109-1-1,*pasʔį́,[bend (5)],,17528,12047,,,,1
{},os-1109-1-1,baṭs’íⁿsha,bend the top of stick or pole,,17529,12048,,,,1
{},pmv-1110-1-1,*-zókE,[bend (4)],,17530,12049,,,,1
{},psi-1110-1-1,*-SókE,[bend (4)],,17531,12050,,,,1
{},of-1110-1-1,shó•ki,burst,,17532,12051,,,,1
{},of-1110-1-2,sxō´ki,[bend (4)],,17533,12051,,,,1
{},wi-1110-1-1,haruzók,bend by pulling,,17534,12052,,,,1
{},wi-1110-1-2,haruzok,"be springy, spring-like",,17535,12052,,,,1
{},wi-1110-1-3,hawazók,[bend (4)],,17536,12052,,,,1
{},wi-1110-1-4,hawazok,[bend (4)],,17537,12052,,,,1
{},da-1110-1-1,yuzóka,stretch out from,,17538,12053,,,,1
{},ks-1110-1-1,bazóge,"push over, cause to lean, bend",,17539,12054,,,,1
{},ks-1110-1-2,büzóge,bend sth. over by pushing against it,,17540,12054,,,,1
{},ks-1110-1-3,gazóge,"bend sth., cause to lean",,17541,12054,,,,1
{},cr-1110-1-1,xóhkapi,bent over,,17542,12055,,,,1
{},pmv-1111-1-1,*škópE,[bend (3)],,17543,12056,,,,1
{},psi-1111-1-1,*š(V)kópE,[bend (3)],,17544,12057,,,,1
{},ma-1111-1-1,skópoʔš,"it’s bent over, rounded, crooked",,17545,12058,,,,1
{},ma-1111-1-2,"-skopoʔš, ká-",he bends it by striking,,17546,12058,,,,1
{},ma-1111-1-3,"-skopoʔš, rú-",he bends it,,17547,12058,,,,1
{},la-1111-1-1,škópA,"crooked, warped’ also = person who’s never serious",,17548,12059,,,,1
{},la-1111-1-2,"-škópa, yu-","bend, to make crooked or twisting",,17549,12059,,,,1
{},la-1111-1-3,"-škopa, ayá-",make crooked or twisted by biting on,,17550,12059,,,,1
{},la-1111-1-4,"-škópa, ka-","make crooked or twisted by striking, but not to curve; to dent by hitting; result is a bend or dent, but object stays straight",,17551,12059,,,,1
{},la-1111-1-5,"-škópa, na-",twist with the foot; to twist or become crooked of itself,,17552,12059,,,,1
{},la-1111-1-6,"-škopa, wapá-","make twist or become warped; make twist or become warped with the palm, or by pushing",,17553,12059,,,,1
{},la-1111-1-7,"-škókpa, yu-",hollow out e.g. a trough,,17554,12059,,,,1
{},la-1111-1-8,"-škókpa, ka-","hollow out, make concave, cut out as a trough; make a pit",,17555,12059,,,,1
{},la-1111-1-9,"-škókpa, na-","indent, make a hollow place with the foot",,17556,12059,,,,1
{},la-1111-1-10,"-škókpa, pa-","make a cavity or ditch by pressure with the hands, or by sitting",,17557,12059,,,,1
{},la-1111-1-11,"-škókpa, ya-",bite out and make concave,,17558,12059,,,,1
{},ch-1111-1-1,škówe,"deep, furry, thick (of hair)",,17559,12060,,,,1
{},da-1111-1-1,yuṡkopa,warp,,17560,12061,,,,1
{},ks-1111-1-1,škówe,deep,,17561,12062,,,,1
{},pch-1111-1-1,*š(V)kupE,[bend (3)],,17562,12063,,,,1
{},hi-1111-1-1,cákupi,curved,,17563,12064,,,,1
{},hi-1111-1-2,šákupi,"crooked, curved, hook-shaped",,17564,12064,,,,1
{},hi-1111-1-3,xákupi,"deep, concave (bowl, hole)",,17565,12064,,,,1
{},hi-1111-1-4,"-ckupE, na-","sit on and bend, fold, flex",,17566,12064,,,,1
{},hi-1111-1-5,"-ckupE, nú-",bend,,17567,12064,,,,1
{},hi-1111-1-6,"-ckupE, pá-","fold, bend; fold up, roll up",,17568,12064,,,,1
{},hi-1111-1-7,"-ckúpE, ara-",stand on and bend,,17569,12064,,,,1
{},hi-1111-1-8,"-hkupE, ara-",bend it with feet,,17570,12064,,,,1
{},hi-1111-1-9,"-hkupE, ná-","dented, caved in, emaciated",,17571,12064,,,,1
{},hi-1111-1-10,"-hkupE, pá-",bend it in by hand,,17572,12064,,,,1
{},pma-1111-1-1,*:skop-,[bend (3)],,17573,12065,,,,1
{},pdh-1111-1-1,*škópe,[bend (3)],,17574,12066,,,,1
{},cr-1111-1-1,šikúpi,"curved, bent",,17575,12067,,,,1
{},cr-1111-1-2,"-xkúpa, ala-",bend in a stream,,17576,12067,,,,1
{},cr-1111-1-3,xakúpa,ravine,,17577,12067,,,,1
{},os-1111-1-1,shkúbe,deep,,17578,12068,,,,1
{},pda-1111-1-1,*škópa,[bend (3)],,17579,12069,,,,1
{},op-1111-1-1,shkube,[bend (3)],,17580,12070,,,,1
{},pmv-1112-1-1,"*hkó•, *hkó•ža ~ *hkó•ɣa",[bend (2)],,17581,12071,,,,1
{},qu-1112-1-1,"-kkó, ba-",bent,,17582,12072,,,,1
{},la-1112-1-1,yaáṗako,bend or twist with the mouth,,17583,12073,,,,1
{},wi-1112-1-1,kooɣáɣa,"be veil-like, like curtain material",,17584,12074,,,,1
{},wi-1112-1-2,kooǧaǧa,[bend (2)],,17585,12074,,,,1
{},ks-1112-1-1,bakkóša,bend by pushing something,,17586,12075,,,,1
{},ks-1112-1-2,ppákkoša,crescent-shaped like a gourd,,17587,12075,,,,1
{},pdh-1112-1-1,*-hkóša,[bend (2)],,17588,12076,,,,1
{},os-1112-1-1,a´thiḳusha,a tine in an elk’s horn; brow antlers,,17589,12077,,,,1
{},of-1113-1-1,itcaⁿ´kĕ̅´tci,crooked stick,,17590,12078,,,,1
{},of-1113-1-2,abóki kê´dji,river bend,,17591,12078,,,,1
{},pbo-1113-1-1,*keči,[bend (1)],,17592,12079,,,,1
{},bi-1113-1-1,kĕtcí,crooked,,17593,12080,,,,1
{},bi-1113-1-2,kê´tcĭ,bent like a hook,,17594,12080,,,,1
{},pmv-1114-1-1,*ihpi(•)-ra,"[belt, sash]",,17595,12081,,,,1
{},psi-1114-1-1,*i-hpi(•)-ra,"[belt, sash]",,17596,12082,,,,1
{},ma-1114-1-1,íhparak,belt,,17597,12083,,,,1
{},la-1114-1-1,iphíyake,belt,,17598,12084,,,,1
{},la-1114-1-2,iphíyaka,belt,,17599,12084,,,,1
{},la-1114-1-3,iphíyakayA,to belt,,17600,12084,,,,1
{},la-1114-1-4,iphíyaka,gird one’s self,,17601,12084,,,,1
{},wi-1114-1-1,hipirák,belt,,17602,12085,,,,1
{},wi-1114-1-2,hipirak,"[belt, sash]",,17603,12085,,,,1
{},da-1114-1-1,ipiyaka,belt,,17604,12086,,,,1
{},ks-1114-1-1,íppiya,"belt, girdle",,17605,12087,,,,1
{},ks-1114-1-2,üppüya,belt,,17606,12087,,,,1
{},ch-1114-1-1,iphireha,belt,,17607,12088,,,,1
{},ch-1114-1-2,ipireha,belt,,17608,12088,,,,1
{},ch-1114-1-3,phi•rú•ra•ge ~ phi•yú•ra•ge,"[belt, sash]",,17609,12088,,,,1
{},pma-1114-1-1,*í-hpVrak,"[belt, sash]",,17610,12089,,,,1
{},pdh-1114-1-1,*íhpi-ra,"[belt, sash]",,17611,12090,,,,1
{},qu-1114-1-1,ippidáttą,belt,,17612,12091,,,,1
{},qu-1114-1-2,íppidattą,belt,,17613,12091,,,,1
{},qu-1114-1-3,íppida,put on a belt,,17614,12091,,,,1
{},op-1114-1-1,ippiðage,belt,,17615,12092,,,,1
{},op-1114-1-2,íp̣iðage,"[belt, sash]",,17616,12092,,,,1
{},os-1114-1-1,íp̣itha,belt,,17617,12093,,,,1
{},os-1114-1-2,ühpüða,belt,,17618,12093,,,,1
{},pda-1114-1-1,*iphí_yakA,"[belt, sash]",,17619,12094,,,,1
{},pwc-1114-1-1,*iphi-rake,"[belt, sash]",,17620,12095,,,,1
{},pmv-1115-1-1,*htézi,[belly],,17621,12096,,,,1
{},psi-1115-1-1,*i-hté•si,[belly],,17622,12097,,,,1
{},qu-1115-1-1,ozízi,"belly, pubic region",,17623,12098,,,,1
{},la-1115-1-1,thezí,belly,,17624,12099,,,,1
{},of-1115-1-1,"ĭthé̄fi, thé̄fi",belly,,17625,12100,,,,1
{},tu-1115-1-1,tēsi,body,,17626,12101,,,,1
{},da-1115-1-1,tezi,belly,,17627,12102,,,,1
{},pdh-1115-1-1,*htéze,[belly],,17628,12103,,,,1
{},pse-1115-1-1,*(i-)thé•si,[belly],,17629,12104,,,,1
{},os-1115-1-1,ṭséçe,"abdomen, belly",,17630,12105,,,,1
{},pda-1115-1-1,*thezí,[belly],,17631,12106,,,,1
{},op-1115-1-1,téçe,waist,,17632,12107,,,,1
{},of-1116-1-1,ápshusĕ,belch,,17633,12108,,,,1
{},bi-1116-1-1,"psŭkí, psûki",belch,,17634,12109,,,,1
{},pmv-1117-1-1,*Raze-,"[behind, in back]",,17635,12110,,,,1
{},psi-1117-1-1,*RásE,"[behind, in back]",,17636,12111,,,,1
{},ma-1117-1-1,rą́hšit,"in back of, behind",,17637,12112,,,,1
{},la-1117-1-1,lazáta,"by the side of, behind",,17638,12113,,,,1
{},la-1117-1-2,-laza- {in} ilázatą,"from the side of, perhaps",,17639,12113,,,,1
{},of-1117-1-1,itā´tĭska,back (body part),,17640,12114,,,,1
{},of-1117-1-2,yâⁿ´shĕ´tā´tĭska,back of chair,,17641,12114,,,,1
{},bi-1117-1-1,daswá,back (body part),,17642,12115,,,,1
{},da-1117-1-1,dazáta,"back of, back from",,17643,12116,,,,1
{},ks-1117-1-1,dazétta,"back, backwards",,17644,12117,,,,1
{},pch-1117-1-1,*á•racE,"[behind, in back]",,17645,12118,,,,1
{},hi-1117-1-1,á•raci,"back of, at one side",,17646,12119,,,,1
{},pma-1117-1-1,*rą́h+ši+ta,"[behind, in back]",,17647,12120,,,,1
{},pdh-1117-1-1,*Ráze-hta,"[behind, in back]",,17648,12121,,,,1
{},cr-1117-1-1,alítchia,"back, on the other side",,17649,12122,,,,1
{},pbo-1117-1-1,*rVs,"[behind, in back]",,17650,12123,,,,1
{},os-1117-1-1,dáçeṭaha,"in rear, behind",,17651,12124,,,,1
{},pda-1117-1-1,*Raza-,"[behind, in back]",,17652,12125,,,,1
{},op-1117-1-1,(a)naçaṭa,"in rear, behind",,17653,12126,,,,1
{},pmv-1118-1-1,*(wa-)Rá,[beg],,17654,12127,,,,1
{},psi-1118-1-1,*Ráhe,[beg],,17655,12128,,,,1
{},qu-1118-1-1,wattá,pray,,17656,12129,,,,1
{},la-1118-1-1,lá,"ask, demand",,17657,12130,,,,1
{},la-1118-1-2,walá,"ask, beg",,17658,12130,,,,1
{},bi-1118-1-1,ha_dhí,beg,,17659,12131,,,,1
{},bi-1118-2-1,kahádûhûní,not to beg,,17660,12131,,,,1
{},wi-1118-1-1,watatá,[beg],,17661,12132,,,,1
{},wi-1118-1-2,watata,[beg],,17662,12132,,,,1
{},da-1118-1-1,da,beg,,17663,12133,,,,1
{},ks-1118-1-1,"da, wadá","ask, beg, pray, demand",,17664,12134,,,,1
{},ch-1118-1-1,ráda,beg (standing position),,17665,12135,,,,1
{},ch-1118-1-2,rámąñį,go around begging,,17666,12135,,,,1
{},pwc-1118-1-1,*Rá-,[beg],,17667,12136,,,,1
{},pdh-1118-1-1,*(wa-)Rá,[beg],,17668,12137,,,,1
{},os-1118-1-1,da,"ask for, beg, request, solicit",,17669,12138,,,,1
{},pda-1118-1-1,*Rá,[beg],,17670,12139,,,,1
{},op-1118-1-1,wana,[beg],,17671,12140,,,,1
{},ma-1119-1-1,kox,buzz,,17672,12141,,,,1
{},ma-1119-1-2,síkox,"bee, wasp",,17673,12141,,,,1
{},of-1119-1-1,ạkoⁿ´si,bee,,17674,12142,,,,1
{},bi-1119-1-1,"kaⁿx, kaⁿxí",bee,,17675,12143,,,,1
{},pch-1119-1-1,*awáko•xE,[bee (2)],,17676,12144,,,,1
{},hi-1119-1-1,awáko•xE,spider,,17677,12145,,,,1
{},hi-1119-1-2,awáko•xi,[bee (2)],,17678,12145,,,,1
{},cr-1119-1-1,awákooxa,spider,,17679,12146,,,,1
{},pbo-1119-1-1,*akąxi,[bee (2)],,17680,12147,,,,1
{},ch-1120-1-1,hedhíge,bee,,17681,12148,,,,1
{},ch-1120-2-1,hejige,bee,,17682,12148,,,,1
{},qu-1120-1-1,hezíka,bee,,17683,12149,,,,1
{},wi-1120-1-1,heezík,[bee (1)],,17684,12150,,,,1
